,AccX,AccY,AccZ
0,1.5950830078125,-0.85023193359375,-9.51062255859375
1,1.7244140625000002,-0.9867480468750001,-9.9393310546875
2,3.1662158203125004,-1.37713623046875,-8.9430029296875
3,4.71100341796875,-2.22497314453125,-9.18968994140625
4,4.17930908203125,-2.4908203125,-9.321416015625001
5,3.7649707031250004,-1.389111328125,-9.022038574218751
6,3.9709423828125003,-2.5243505859375,-8.46160400390625
7,3.40332275390625,-1.04183349609375,-9.515412597656251
8,2.7135571289062503,-2.5267456054687503,-9.8914306640625
9,1.55915771484375,-1.09452392578125,-9.529782714843751
10,1.7387841796875,-0.9843530273437501,-9.83155517578125
11,1.7771044921875,-0.93645263671875,-9.61600341796875
12,3.0057495117187503,-1.5759228515625001,-9.2878857421875
13,5.0247509765625,-1.829794921875,-9.59205322265625
14,5.66422119140625,-2.9171337890625,-8.444838867187501
15,3.4057177734375004,-0.71132080078125,-10.3225341796875
16,4.81159423828125,-1.0753637695312501,-9.477092285156251
17,4.46671142578125,-2.4836352539062503,-8.35143310546875
18,1.5495776367187502,-0.641865234375,-9.97046630859375
19,1.5280224609375002,-0.8071215820312501,-9.687854003906251
20,3.496728515625,-1.8250048828125,-10.33450927734375
21,5.07025634765625,-1.79865966796875,-7.92990966796875
22,6.313271484375,-2.117197265625,-10.49258056640625
23,2.9889843750000002,-1.9423608398437502,-10.135722656250001
24,4.56251220703125,-1.638193359375,-8.229287109375
25,2.5267456054687503,-1.30049560546875,-9.302255859375
26,0.775986328125,-0.052690429687500005,-8.53824462890625
27,1.7866845703125,-1.02267333984375,-9.67827392578125
28,2.18186279296875,-0.85502197265625,-9.71419921875
29,5.029541015625,-1.9088305664062502,-8.10235107421875
30,4.47629150390625,-1.7579443359375,-9.196875
31,5.45824951171875,-1.839375,-9.63037353515625
32,3.73383544921875,-2.38783447265625,-9.84113525390625
33,4.46431640625,-2.375859375,-9.4651171875
34,2.86204833984375,-3.6811450195312503,-11.0314599609375
35,2.37825439453125,0.7903564453125,-7.9466748046875
36,1.5567626953125,-0.8622070312500001,-10.015971679687501
37,1.53520751953125,-0.8646020507812501,-9.666298828125
38,3.86316650390625,-1.32444580078125,-9.24238037109375
39,4.828359375000001,-0.6873706054687501,-8.0903759765625
40,4.80201416015625,-2.692001953125,-10.02076171875
41,3.7386254882812504,-0.46223876953125004,-11.04822509765625
42,5.07504638671875,-2.4069946289062503,-7.63292724609375
43,4.11943359375,-1.17595458984375,-10.22433837890625
44,1.657353515625,-1.5232324218750002,-10.9356591796875
45,1.76033935546875,-0.86939208984375,-9.994416503906251
46,2.5626708984375,-1.2981005859375,-10.152487792968751
47,5.3887939453125,-2.7063720703125003,-8.65320556640625
48,5.968388671875,-1.88967041015625,-8.99329833984375
49,3.2236962890625,-0.49097900390625004,-8.96455810546875
50,3.7146752929687503,-0.6274951171875001,-9.16573974609375
51,5.39118896484375,-1.7004638671875,-10.66502197265625
52,1.312470703125,-0.77359130859375,-11.927197265625
53,1.9040405273437502,-1.7507592773437501,-10.62670166015625
54,1.5328125000000001,-0.756826171875,-9.860295410156251
55,1.67890869140625,-0.6274951171875001,-9.92256591796875
56,2.0070263671875,-0.63947021484375,-10.29618896484375
57,4.37091064453125,-2.2656884765625,-9.656718750000001
58,4.531376953125,-1.7579443359375,-9.06993896484375
59,4.4547363281250005,-1.5950830078125,-8.63404541015625
60,3.92543701171875,-2.6776318359375,-9.920170898437501
61,5.446274414062501,-3.190166015625,-10.832673339843751
62,2.9794042968750003,-1.09931396484375,-12.561877441406251
63,1.8776953125,-0.8478369140625001,-9.8722705078125
64,1.97589111328125,-0.8238867187500001,-9.934541015625001
65,2.77103759765625,-0.60114990234375,-9.61121337890625
66,4.73974365234375,-1.9806811523437502,-8.420888671875
67,4.0475830078125,-1.4250366210937502,-8.10714111328125
68,3.8176611328125003,-0.32572265625,-12.1475390625
